InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
1415,weh,"Weh",wehh1238,"Weh","ncon","Bantoid","","Africa","Cameroon",6.46164,10.121,6900,47,37,7,3,1,GM,a|b|bv|d|dz|d̠ʒ|e|f|i|j|k|kp|kx|l|m|mb|mbv|n|nd|ndz|n̠d̠ʒ|o|pf|s|t|ts|t̠ʃ|u|v|w|z|ŋ|ŋmɡb|ŋɡ|ɔ|ɡ|ɡb|ɡɣ|ɨ|ɲ|ɹ|ɾ|ʃ|ʒ|˦|˦˨|˨,
1416,tey,"Tulishi",tuli1249,"Tulishi","nsah","Kadugli","Kamda","Africa","Sudan",11.4507,29.108,8630,59,37,19,3,1,GM,a|aː|b|bː|c|e|eː|f|fː|h|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|r|rː|s|sː|t̪|t̪ː|u|w|wː|ŋː|ɓ|ɓː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɪ|ɪː|ɲ|ɲː|ʄ|ʈ|ʈː|ʊ|ʊː|ʔː|˦|˧|˨,
1417,kec,"Keiga",keig1242,"Keiga","nsah","Kadugli","","Africa","Sudan",11.2064,29.3889,6070,59,37,20,2,1,GM,a|aː|b|bː|c|cː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|w|wː|ŋ|ŋː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɪ|ɪː|ɲ|ɲː|ʄ|ʈ|ʈː|ʊ|ʊː|˦|˨,
1418,kgo,"Krongo",kron1241,"Krongo","nsah","Kadugli","","Africa","Sudan",10.514,30.003,21700,62,40,20,2,1,GM,a|aː|b|bː|c|cː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|w|wː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɪ|ɪː|ɲ|ɲː|ʃ|ʄ|ʈ|ʈː|ʊ|ʊː|ʔ|ʔː|˦|˨,
1419,kcp,"Kanga (Kanga)",kang1288,"Kanga","nsah","Kadugli","Kanga","Africa","Sudan",11.0174,29.3463,8000,76,54,20,2,1,GM,a|aː|b|bː|c|cː|d̪|d̪ː|e|eː|f|fː|i|iː|j|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|v|vː|w|wː|z|zː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɖ|ɖː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɡ|ɡː|ɪ|ɪː|ɲ|ɲː|ʃ|ʃː|ʄ|ʈ|ʈː|ʊ|ʊː|ʒ|ʒː|ʔ|ʔː|˦|˨,
1420,kcp,"Kanga (Kufa)",kang1288,"Kanga","nsah","Kadugli","Kufa","Africa","Sudan",11.0174,29.3463,8000,75,53,20,2,2,GM,a|aː|b|bː|d̪|d̪ː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|v|vː|w|wː|z|zː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɖ|ɖː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɡ|ɡː|ɪ|ɪː|ɲ|ɲː|ʃ|ʃː|ʄ|ʈ|ʈː|ʊ|ʊː|ʒ|ʒː|ʔ|ʔː|˦|˨,
1421,xtc,"Kadugli (Kadugli)",katc1249,"Katcha-Kadugli-Miri","nsah","Kadugli","Kadugli","Africa","Sudan",10.8423,29.4914,75000,62,39,20,3,1,GM,a|aː|b|bː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|w|wː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɪ|ɪː|ɲ|ɲː|ʄ|ʈ|ʈː|ʊ|ʊː|ʔ|ʔː|˦|˧|˨,
1422,xtc,"Kadugli (Miri)",katc1249,"Katcha-Kadugli-Miri","nsah","Kadugli","Miri","Africa","Sudan",10.8423,29.4914,75000,63,41,20,2,2,GM,a|aː|b|bː|c|cː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|r|rː|s|sː|t̪|t̪ː|u|uː|w|wː|z|zː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɟː|ɪ|ɪː|ɲ|ɲː|ʄ|ʈ|ʈː|ʊ|ʊː|ʔ|ʔː|˦|˨,
1423,xtc,"Kadugli (Katcha)",katc1249,"Katcha-Kadugli-Miri","nsah","Kadugli","Katcha","Africa","Sudan",10.8423,29.4914,75000,61,39,20,2,3,GM,a|aː|b|c|cː|e|eː|f|fː|i|iː|j|jː|k|kː|l|lː|m|mː|n|nː|o|oː|p|pː|r|rː|s|sː|t̪|t̪ː|u|uː|w|wː|ŋ|ŋː|ɓ|ɓː|ɔ|ɔː|ɗ|ɗː|ə|əː|ɛ|ɛː|ɟ|ɪ|ɪː|ɲ|ɲː|ʄ|ʈ|ʈː|ʊ|ʊː|ʔ|ʔː|˦|˨,
1424,mgc,"Morokodo",moro1284,"Morokodo","nsah","Bongo-Bagirmi","","Africa","Sudan",5.5103,30.0229,3400,54,42,10,2,1,GM,b|c|d|dr|e|f|h|hʷ|i|j|k|kp|kpr|l|m|mb|n|nd|ndr|nz|p|r|s|t|tr|tʷ|u|v|w|z|ŋ|ŋmɡb|ŋɡ|ɑ|ɓ|ɔ|ɗ|ə|ɛ|ɟ|ɡ|ɡb|ɡbr|ɪ|ɱv|ɲ|ɲɟ|ɵ|ɾ|ʄ|ʊ|ʔ|˦|˨,
1425,luc,"Aringa",arin1244,"Aringa","nsah","Moru-Madi","","Africa","Uganda",3.56143,31.3071,589000,49,35,9,5,1,GM,a|b|dz|dɾ|d̪|e|f|i|k|kp|l|m|mb|n|nd|ndz|ndɾ|o|p|s|ts|tɾ|t̪|u|v|z|ŋ|ŋm|ŋmɡb|ŋɡ|ɓ|ɔ|ɗ|ɛ|ɡ|ɡb|ɪ|ɱv|ɲ|ɾ|ʊ|ʔ|ˀj|ˀw|˦|˦˨|˧|˨|˨˦,
1426,keg,"These",tese1238,"Tese","nsah","Temein","","Africa","Sudan",11.3885,29.5803,1400,47,24,18,5,1,GM,a|aː|e|i|iː|j|k|kʷ|l|lː|m|mː|n|nː|o|p|r|s|sː|t|tː|u|uː|w|ŋ|ŋʷ|ɓ|ɔ|ɔː|ɖ|ɗ|ə|əː|ɛ|ɛː|ɟ|ɪ|ɪː|ɲ|ʈ|ʊ|ʊː|˦|˦˨|˧|˨|˨˦,
1427,lmd,"Lumun",lumu1239,"Lumun","ncon","Talodi Proper","","Africa","Sudan",10.8308,30.253,45000,35,17,16,2,1,GM,a|aː|c|i|iː|j|k|kʷ|l|m|n|p|r|t|t̪|u|uː|w|ŋ|ŋʷ|ɔ|ɔː|ə|əː|ɛ|ɛː|ɪ|ɪː|ɲ|ɽ|ɾ|ʊ|ʊː|˦|˨,
1428,acz,"Asharon",ache1245,"Acheron","ncon","Talodi Proper","","Africa","Sudan",10.8827,30.3187,,38,18,20,0,1,GM,a|aː|c|e|eː|i|iː|j|k|kʷ|l|m|n|o|oː|p|r|s|t|ts|t̪|u|uː|w|ŋ|ŋʷ|ɔ|ɔː|ə|əː|ɛ|ɛː|ɪ|ɪː|ɲ|ɲː|ʊ|ʊː,Population: No estimate available
1429,taz,"Tocco",toch1257,"Tocho","ncon","Talodi Proper","","Africa","Sudan",10.8828,30.1567,3800,27,15,10,2,1,GM,a|c|e|i|j|k|l|m|n|o|p|r|t|t̪|u|w|ŋ|ŋʷ|ɔ|ə|ɛ|ɪ|ɲ|ɾ|ʊ|˦|˨,
1430,dec,"Thakik",dagi1241,"Dagik","ncon","Talodi Proper","","Africa","Sudan",10.583,29.9404,38000,26,16,10,0,1,GM,a|e|i|j|k|l|m|n|o|p|r|s|t|t̪|u|w|x|ŋ|ɔ|ə|ɛ|ɪ|ɸ|ɽ|ɾ|ʊ,
1431,did,"Didinga",didi1258,"Didinga","nsah","Surmic","","Africa","Sudan",4.21489,33.6869,60000,58,36,18,4,1,GM,a|aː|b|d|d̠ʒ|d̪|e|eː|i|iː|j|k|l|lː|m|mː|n|nː|o|oː|p|r|t̠ʃ|t̪|t̺|u|uː|v|w|ð|ðː|ŋ|ŋː|ɓ|ɔ|ɔː|ɗ|ɛ|ɛː|ɠ|ɡ|ɣ|ɪ|ɪː|ɲ|ɲː|ɾ|ʄ|ʈ|ʊ|ʊː|ʒ|ʝ|˦|˦˨|˨|˨˦|β,
1432,lwo,"Luwo",luwo1239,"Luwo","nsah","Nilotic","","Africa","Sudan",7.35089,28.1378,80000,32,19,10,3,1,GM,b|c|d|d̪|eː|i|j|k|l|m|n|n̪|oː|p|t|t̪|u|w|ŋ|ɑ|ɔ|ə|ɛ|ɟ|ɡ|ɪ|ɲ|ɾ|ʊ|˦|˧|˨,
1433,ach,"Acholi",acol1236,"Acoli","nsah","Nilotic","","Africa","Uganda",3.57738,32.5147,1170000,29,17,9,3,1,GM,b|c|d|d̪|e|j|k|l|m|n|o|p|t|u|w|ŋ|ɑ|ɔ|ə|ɛ|ɟ|ɡ|ɪ|ɲ|ɾ|ʊ|˦|˧|˨,
1434,bxb,"Belanda Boor",bela1256,"Belanda Bor","nsah","Nilotic","","Africa","Sudan",6.6503,27.8232,8000,38,25,10,3,1,GM,b|c|d|d̪|e|f|i|j|k|kp|l|m|mb|n|nd|n̪|o|t|u|w|ŋ|ŋmɡb|ɑ|ɔ|ɗ|ə|ɛ|ɟ|ɡ|ɡb|ɪ|ɲ|ɲɟ|ɾ|ʊ|˦|˧|˨,
1435,bvi,"Belanda Viri",bela1255,"Belanda Viri","ncon","Ubangi","","Africa","Sudan",7.41311,27.6956,16000,43,28,10,5,1,GM,c|d|d̠ʒ|e|f|i|j|k|kp|l|m|n|nd|nz|o|r|s|t|u|v|w|z|ŋ|ŋmɡb|ŋɡ|ɑ|ɓ|ɔ|ɗ|ɘ|ɛ|ɟ|ɡ|ɡb|ɪ|ɱv|ɲɟ|ʊ|˦|˦˨|˧|˨|˨˦,
1436,ndz,"Ndogo",ndog1248,"Ndogo","ncon","Ubangi","","Africa","Sudan",7.73028,27.5588,,38,29,5,4,1,GM,a|b|c|d|f|j|k|kp|l|m|mb|n|nd|nɡ|p|r|s|t|v|w|z|ŋmɡb|ɓ|ɔ|ɗ|ɛ|ɟ|ɡ|ɡb|ɪ|ɲɟ|ɾ|ʊ|˦|˦˨|˧|˨|ⱱ,Population: Missing E16 page
1437,bde,"Bade",bade1248,"Bade","afas","West Chadic","Western","Africa","Nigeria",12.789,10.6557,250000,46,33,9,4,1,GM,a|aː|b|d|d̠ʒ|eː|f|i|iː|j|k|kʷ|l|m|n|oː|p|r|s|t|t̠ʃ|u|uː|v|w|z|ħ|ħʷ|ŋ|ɓ|ɗ|ɗʲ|ɡ|ɡʷ|ɨ|ɬ|ɮ|ɲ|ʃ|ʄ|ʕ|ʕʷ|˦|˦˨|˨|˨˦,
1438,fpe,"Pichi",fern1234,"Fernando Po Creole English","afpc","Creoles and Pidgins","","Africa","Equatorial Guinea",3.53638,8.68929,5000,30,21,7,2,1,GM,a|b|d|d̠ʒ|e|f|h|i|j|k|l|m|n|o|p|s|t|t̠ʃ|u|v|w|ŋ|ɔ|ɛ|ɡ|ɲ|ʁ|ʃ|˦|˨,
1439,jit,"Jita",jita1239,"Jita","ncon","Bantoid","","Africa","Tanzania",-1.62681,33.9141,205000,29,17,10,2,1,GM,a|aː|d|d̠ʒ|e|eː|f|i|iː|k|l|m|mb|n|nd|o|oː|p|s|t|t̠ʃ|u|uː|ŋɡ|ɡ|ɲɟ|˦|˨|β,
1440,dim,"Dime",dime1235,"Dime","afas","South Omotic","","Africa","Ethiopia",6.20951,36.3329,6500,73,53,18,2,1,GM,a|ai|aː|b|bː|d|dː|d̠ʒ|e|ei|eː|f|fː|h|i|iː|j|jː|k|kʼ|kː|kːʼ|l|lː|m|mː|n|nː|o|oi|oː|p|pʼ|pː|pːʼ|s|sː|t|ts|tʼ|tː|tːʼ|t̠ʃ|t̠ʃʼ|t̠ʃː|t̠ʃːʼ|u|ui|uː|w|wː|x|z|zː|ŋ|ɔ|ɗ|ə|ɛ|ɡ|ɡː|ɣ|ɨ|ɾ|ʁ|ʃ|ʃː|ʒ|ʒː|ʔ|˦|˨|χ,
1441,lto,"Lutsootso",tsot1241,"Tsotso","ncon","Bantoid","","Africa","Kenya",,,,31,19,10,2,1,GM,a|aː|e|eː|f|h|i|iː|k|l|m|n|o|oː|p|r|s|t|ts|t̠ʃ|u|uː|x|ç|ŋ|ɲ|ɺ|ʃ|˦|˨|β,Population: No estimate available
1442,djm,"Jamsay, Dogon",jams1239,"Jamsay Dogon","ncon","Dogon","","Africa","Mali",14.1794,-2.57999,130000,60,37,21,2,1,GM,a|aː|ãː|b|bː|d|dː|d̠ʒ|d̠ʒː|e|eː|ẽː|f|h|i|iː|ĩː|j|jː|j̃|k|kː|l|lː|m|mː|n|nː|o|oː|õː|p|pː|r|rː|r̃|s|tː|t̠ʃ|t̠ʃː|u|uː|ũː|w|w̃|ŋ|ŋː|ɔ|ɔː|ɔ̃ː|ɛ|ɛː|ɛ̃ː|ɡ|ɡː|ɲ|ʃ|ʔ|˦|˨,
1443,kam,"Kikamba",kamb1297,"Kamba (Kenya)","ncon","Bantoid","","Africa","Kenya",-1.60827,37.9532,3960000,31,13,14,4,1,GM,a|aː|e|eː|i|iː|j|k|l|m|n|o|oː|s|t|u|uː|w|ð|ŋ|ɔ|ɔː|ɛ|ɛː|ɥ|ɲ|˥|˦|˨|˩|β,
1444,ksf,"Bafia",bafi1243,"Bafia","ncon","Bantoid","","Africa","Cameroon",4.72603,11.0982,60000,51,27,20,4,1,GM,a|aː|b|d|d̠ʒ|e|eː|f|h|i|iː|j|k|kp|l|m|n|o|oː|p|r|s|t|t̠ʃ|u|uː|v|w|z|ŋ|ɓ|ɔ|ɔː|ɗ|ə|əː|ɛ|ɛː|ɜ|ɜː|ɡ|ɡb|ɣ|ɨ|ɨː|ɲ|ʔ|˦|˦˨|˨|˨˦,
1445,laj,"Lango",lang1324,"Lango (Uganda)","nsah","Nilotic","","Africa","Uganda",2.13867,33.0553,1490000,40,18,20,2,1,GM,a|aː|b|d|d̠ʒ|e|eː|i|iː|j|k|l|m|n|o|oː|p|r|s|t̠ʃ|t̪|u|uː|w|z|æ|æː|ŋ|ɔ|ɔː|ɛ|ɛː|ɡ|ɪ|ɪː|ɲ|ʊ|ʊː|˦|˨,
1446,lks,"Olukisa",kisa1263,"Kisa","ncon","Bantoid","","Africa","Kenya",,,,38,24,10,4,1,GM,a|aː|e|eː|f|h|i|iː|j|k|l|m|mb|n|nd|nz|n̠d̠ʒ|o|oː|p|r|s|t|ts|t̠ʃ|u|uː|w|x|ŋ|ŋɡ|ɲ|ʃ|˦|˦˨|˨|˨˦|β,Population: No estimate available
1447,nuj,"Nyole",nyol1238,"Nyole","ncon","Bantoid","","Africa","Uganda",0.88072,33.9181,341000,36,24,10,2,1,GM,a|aː|b|d|d̠ʒ|e|eː|i|iː|j|k|l|m|mb|n|nd|n̠d̠ʒ|o|oː|p|r|s|t|t̠ʃ|u|uː|w|x|ŋ|ŋɡ|ɡ|ɲ|ɸ|˦|˨|β,
1448,wmw,"Kimwani",mwan1247,"Mwani","ncon","Bantoid","","Africa","Mozambique",-12.5821,40.4601,100000,26,21,5,0,1,GM,a|b|d|d̠ʒ|e|f|i|j|k|l|m|n|o|p|r|s|t|t̠ʃ|u|v|w|z|ŋɡ|ɡ|ɲ|ʃ,
1449,xkv,"Shekgalagari",kgal1244,"Kgalagadi","ncon","Bantoid","","Africa","Botswana",-25.9208,22.7202,40000,53,43,8,2,1,GM,a|b|c|cʰ|cʰʷ|cʷ|d|d̠ʒ|e|h|i|j|k|kǀ|kʘ|kʰ|l|m|n|p|pʰ|q|qʰ|r|s|t|ts|tsʰ|tsʰʷ|tsʷ|tʰ|t̠ʃ|t̠ʃʰ|t̠ʃʰʷ|t̠ʃʷ|u|w|z|ŋ|ɔ|ɛ|ɟ|ɡ|ɪ|ɲ|ʃ|ʃʷ|ʊ|ʒ|ʒʷ|˦|˨|χ,
1450,boz,"Tigemaxo Bozo",tiey1235,"Tieyaxo Bozo","ncon","Western Mande","","Africa","Mali",14.1223,-5.08609,118000,36,19,14,3,1,GM,a|ã|b|d|e|ẽ|f|h|i|ĩ|j|kʰ|l|m|n|o|õ|pʰ|s|tʰ|u|ũ|w|x|ŋ|ɔ|ɔ̃|ɛ|ɛ̃|ɟ|ɡ|ɲ|ɾ|˦|˧|˨,
1451,alw,"Alaaba",alab1254,"Alaba-K'abeena","afas","Eastern Cushitic","","Africa","Ethiopia",7.39014,38.1732,162000,62,52,10,0,1,GM,a|aː|b|bː|d|dː|d̠ʒ|d̠ʒː|f|fː|h|hː|iː|j|jː|k|kʼ|kː|kːʼ|l|lː|m|mː|n|nː|p|pʼ|pː|pːʼ|r|rː|s|sː|t|tʼ|tː|tːʼ|t̠ʃ|t̠ʃʼ|t̠ʃː|t̠ʃːʼ|uː|wː|z|zː|ɔ|ɔː|ɛ|ɛː|ɡ|ɡː|ɪ|ɰ|ɲ|ɲː|ʃ|ʃː|ʊ|ʒ|ʒː|ʔ|ʔː,
1452,deg,"Degema",dege1246,"Degema","ncon","Edoid","","Africa","Nigeria",4.73373,6.80991,10000,36,24,10,2,1,GM,a|b|d|d̠ʒ|e|f|h|i|j|k|kp|l|m|n|o|p|r|s|t|u|w|ŋ|ŋʷ|ɓ|ɔ|ɗ|ə|ɛ|ɡ|ɡb|ɪ|ɲ|ʊ|˦|˨|β,
1453,bsc,"Basari",bass1258,"Bassari","ncon","Northern Atlantic","","Africa","Senegal",12.4529,-13.3495,13300,30,21,6,3,1,GM,a|b|d|d̠ʒ|e|f|h|i|j|kp|kʰ|l|m|n|o|pʰ|s|tʰ|t̠ʃʰ|u|w|ŋ|ŋm|ɔ|ɡ|ɡb|ɲ|˦|˧|˨,
1454,pre,"Principense",prin1242,"Principense","afpc","Creoles and Pidgins","","Africa","São Tomé e Príncipe",1.614,7.392,200,31,22,7,2,1,GM,a|e|f|i|j|k|kp|l|m|n|o|p|r|s|t|t̠ʃ|u|v|w|z|ɓ|ɔ|ɗ|ɛ|ɡ|ɡb|ɲ|ʎ|ʒ|˦|˨,
1455,nko,"Nkonya",nkon1245,"Nkonya","ncon","Kwa","","Africa","Ghana",7.20316,0.3209,28000,34,20,14,0,1,GM,b|e|ẽ|f|i|ĩ|j|k|kp|l|m|n|nʷ|o|õ|p|s|t|ts|u|ũ|w|ŋ|ɑ|ɑ̃|ɔ|ɔ̃|ɖ|ɛ|ɛ̃|ɟ|ɦ|ɲ|ʝ,
1456,gru,"Soddo",kist1241,"Kistane","afas","Semitic","","Africa","Ethiopia",8.33561,38.4763,255000,41,34,7,0,1,GM,a|b|bʷ|d|e|f|fʷ|h|hʲ|hʷ|i|j|k|kʲ|kʲʼ|kʷ|kʷʼ|kʼ|l|m|mʷ|n|o|r|s|t|tʼ|t̠ʃ|t̠ʃʼ|u|w|z|œ|ɡ|ɡʲ|ɡʷ|ɣ|ɲ|ʃ|ʌ|ʒ,
1457,gru,"Goggot",kist1241,"Kistane","afas","Semitic","","Africa","Ethiopia",8.33561,38.4763,255000,41,34,7,0,2,GM,a|b|bʷ|d|e|f|fʷ|h|hʲ|hʷ|i|j|k|kʲ|kʲʼ|kʷ|kʷʼ|kʼ|l|m|mʷ|n|o|r|s|t|tʼ|t̠ʃ|t̠ʃʼ|u|w|z|œ|ɡ|ɡʲ|ɡʷ|ɣ|ɲ|ʃ|ʌ|ʒ,
1458,mvz,"Masqan",mesq1240,"Mesqan","afas","Semitic","","Africa","Ethiopia",8.10617,38.3386,25000,41,34,7,0,1,GM,a|b|bʷ|d|e|f|fʷ|h|hʲ|hʷ|i|j|k|kʲ|kʲʼ|kʷ|kʷʼ|kʼ|l|m|mʷ|n|o|r|s|t|tʼ|t̠ʃ|t̠ʃʼ|u|w|z|œ|ɡ|ɡʲ|ɡʷ|ɣ|ɲ|ʃ|ʌ|ʒ,
1459,sgw,"Muher",seba1251,"Sebat Bet Gurage","afas","Semitic","","Africa","Ethiopia",8.11879,37.9891,2320000,42,34,8,0,1,GM,a|b|bʷ|d|e|f|fʷ|h|hʲ|hʷ|i|j|k|kʲ|kʲʼ|kʷ|kʷʼ|kʼ|l|m|mʷ|n|o|r|s|t|tʼ|t̠ʃ|t̠ʃʼ|u|w|z|œ|ɔ|ɡ|ɡʲ|ɡʷ|ɣ|ɲ|ʃ|ʌ|ʒ,
